id,label,iri,semantic,taxon_id,taxon_label,semantic_label
ENSEMBL:ENSBTAG00000000603,ENSEMBL:ENSBTAG00000000603,http://ensembl.org/id/ENSBTAG00000000603,gene,NCBITaxon:9913,Bos taurus,Gene
HGNC:6717,LTBP4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6717,gene,NCBITaxon:9606,Homo sapiens,Gene
ENSEMBL:ENSCAFG00000001407,ENSEMBL:ENSCAFG00000001407,http://ensembl.org/id/ENSCAFG00000001407,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSGALG00000002125,ENSEMBL:ENSGALG00000002125,http://ensembl.org/id/ENSGALG00000002125,gene,NCBITaxon:9031,Gallus gallus,Gene
ZFIN:ZDB-GENE-050320-80,mybpc2b,http://zfin.org/ZDB-GENE-050320-80,gene,NCBITaxon:7955,Danio rerio,Gene
MGI:2138865,Dlgap4,http://www.informatics.jax.org/accession/MGI:2138865,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSXETG00000038360,ENSEMBL:ENSXETG00000038360,http://ensembl.org/id/ENSXETG00000038360,gene,NCBITaxon:8364,Xenopus tropicalis,Gene
ENSEMBL:ENSBTAG00000021158,ENSEMBL:ENSBTAG00000021158,http://ensembl.org/id/ENSBTAG00000021158,gene,NCBITaxon:9913,Bos taurus,Gene
ENSEMBL:ENSACAG00000017659,ENSEMBL:ENSACAG00000017659,http://ensembl.org/id/ENSACAG00000017659,gene,NCBITaxon:28377,Anolis carolinensis,Gene
FlyBase:FBgn0284408,trol,http://flybase.org/reports/FBgn0284408,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ENSEMBL:ENSOANG00000001503,ENSEMBL:ENSOANG00000001503,http://ensembl.org/id/ENSOANG00000001503,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
ENSEMBL:ENSMMUG00000046222,ENSEMBL:ENSMMUG00000046222,http://ensembl.org/id/ENSMMUG00000046222,gene,NCBITaxon:9544,Macaca mulatta,Gene
RGD:1307033,Ltbp4,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=1307033,gene,NCBITaxon:10116,Rattus norvegicus,Gene
ENSEMBL:ENSPTRG00000008768,ENSEMBL:ENSPTRG00000008768,http://ensembl.org/id/ENSPTRG00000008768,gene,NCBITaxon:9598,Pan troglodytes,Gene
ZFIN:ZDB-GENE-060929-156,eml1,http://zfin.org/ZDB-GENE-060929-156,gene,NCBITaxon:7955,Danio rerio,Gene
HGNC:7583,MYL2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7583,gene,NCBITaxon:9606,Homo sapiens,Gene
ENSEMBL:ENSACAG00000000790,ENSEMBL:ENSACAG00000000790,http://ensembl.org/id/ENSACAG00000000790,gene,NCBITaxon:28377,Anolis carolinensis,Gene
ENSEMBL:ENSACAG00000009750,ENSEMBL:ENSACAG00000009750,http://ensembl.org/id/ENSACAG00000009750,gene,NCBITaxon:28377,Anolis carolinensis,Gene
ENSEMBL:ENSSSCG00000013375,MYOD1,http://ensembl.org/id/ENSSSCG00000013375,gene,NCBITaxon:9823,Sus scrofa,Gene
dictyBase:DDB_G0278613,DDB0218061,http://dictybase.org/gene/DDB_G0278613,gene,NCBITaxon:44689,Dictyostelium discoideum,Gene
ENSEMBL:ENSFCAG00000007901,ENSEMBL:ENSFCAG00000007901,http://ensembl.org/id/ENSFCAG00000007901,gene,NCBITaxon:9685,Felis catus,Gene
ENSEMBL:ENSACAG00000001639,ENSEMBL:ENSACAG00000001639,http://ensembl.org/id/ENSACAG00000001639,gene,NCBITaxon:28377,Anolis carolinensis,Gene
FlyBase:FBgn0015519,nAChRalpha3,http://flybase.org/reports/FBgn0015519,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ENSEMBL:ENSBTAG00000046838,A0A3Q1LWR2,http://ensembl.org/id/ENSBTAG00000046838,gene,NCBITaxon:9913,Bos taurus,Gene
WormBase:WBGene00021004,sftb-2,https://www.wormbase.org/get?name=WBGene00021004,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
ENSEMBL:ENSACAG00000009954,ENSEMBL:ENSACAG00000009954,http://ensembl.org/id/ENSACAG00000009954,gene,NCBITaxon:28377,Anolis carolinensis,Gene
HGNC:11427,STUB1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11427,gene,NCBITaxon:9606,Homo sapiens,Gene
RGD:621765,Tnni1,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=621765,gene,NCBITaxon:10116,Rattus norvegicus,Gene
FlyBase:FBgn0011692,pav,http://flybase.org/reports/FBgn0011692,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ENSEMBL:ENSBTAG00000040053,MYH6,http://ensembl.org/id/ENSBTAG00000040053,gene,NCBITaxon:9913,Bos taurus,Gene
MGI:2384814,Trim41,http://www.informatics.jax.org/accession/MGI:2384814,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSFCAG00000043206,ENSEMBL:ENSFCAG00000043206,http://ensembl.org/id/ENSFCAG00000043206,gene,NCBITaxon:9685,Felis catus,Gene
dictyBase:DDB_G0274131,act17,http://dictybase.org/gene/DDB_G0274131,gene,NCBITaxon:44689,Dictyostelium discoideum,Gene
PomBase:SPAC926.03,rlc1,https://www.pombase.org/spombe/result/SPAC926.03,gene,NCBITaxon:4896,Schizosaccharomyces pombe,Gene
ENSEMBL:ENSGALG00000028749,ENSEMBL:ENSGALG00000028749,http://ensembl.org/id/ENSGALG00000028749,gene,NCBITaxon:9031,Gallus gallus,Gene
WormBase:WBGene00003690,nhr-100,https://www.wormbase.org/get?name=WBGene00003690,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
WormBase:WBGene00015705,nhr-152,https://www.wormbase.org/get?name=WBGene00015705,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
WormBase:WBGene00003822,nsy-1,https://www.wormbase.org/get?name=WBGene00003822,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
ENSEMBL:ENSCAFG00000011531,ENSEMBL:ENSCAFG00000011531,http://ensembl.org/id/ENSCAFG00000011531,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSECAG00000010652,ENSEMBL:ENSECAG00000010652,http://ensembl.org/id/ENSECAG00000010652,gene,NCBITaxon:9796,Equus caballus,Gene
ENSEMBL:ENSMMUG00000022136,ENSEMBL:ENSMMUG00000022136,http://ensembl.org/id/ENSMMUG00000022136,gene,NCBITaxon:9544,Macaca mulatta,Gene
ENSEMBL:ENSPTRG00000052247,ENSEMBL:ENSPTRG00000052247,http://ensembl.org/id/ENSPTRG00000052247,gene,NCBITaxon:9598,Pan troglodytes,Gene
ENSEMBL:ENSMMUG00000004581,ENSEMBL:ENSMMUG00000004581,http://ensembl.org/id/ENSMMUG00000004581,gene,NCBITaxon:9544,Macaca mulatta,Gene
ENSEMBL:ENSCAFG00000017592,SGCD,http://ensembl.org/id/ENSCAFG00000017592,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
WormBase:WBGene00002248,lam-3,https://www.wormbase.org/get?name=WBGene00002248,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
ZFIN:ZDB-GENE-091118-115,itga1,http://zfin.org/ZDB-GENE-091118-115,gene,NCBITaxon:7955,Danio rerio,Gene
Xenbase:XB-GENE-919965,des.2,http://www.xenbase.org/gene/showgene.do?method=display&geneId=XB-GENE-919965,gene,NCBITaxon:8364,Xenopus tropicalis,Gene
WormBase:WBGene00006974,zen-4,https://www.wormbase.org/get?name=WBGene00006974,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
PomBase:SPCC18.03,SPCC18.03,https://www.pombase.org/spombe/result/SPCC18.03,gene,NCBITaxon:284812,Schizosaccharomyces pombe 972h-,Gene
ENSEMBL:ENSACAG00000011527,ENSEMBL:ENSACAG00000011527,http://ensembl.org/id/ENSACAG00000011527,gene,NCBITaxon:28377,Anolis carolinensis,Gene
MGI:1194513,Psmb5,http://www.informatics.jax.org/accession/MGI:1194513,gene,NCBITaxon:10090,Mus musculus,Gene
ZFIN:ZDB-GENE-160113-76,vimr2,http://zfin.org/ZDB-GENE-160113-76,gene,NCBITaxon:7955,Danio rerio,Gene
ENSEMBL:ENSMMUG00000023640,ENSEMBL:ENSMMUG00000023640,http://ensembl.org/id/ENSMMUG00000023640,gene,NCBITaxon:9544,Macaca mulatta,Gene
ENSEMBL:ENSECAG00000023844,ENSEMBL:ENSECAG00000023844,http://ensembl.org/id/ENSECAG00000023844,gene,NCBITaxon:9796,Equus caballus,Gene
FlyBase:FBgn0000038,nAChRbeta1,http://flybase.org/reports/FBgn0000038,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ENSEMBL:ENSPTRG00000006504,ENSEMBL:ENSPTRG00000006504,http://ensembl.org/id/ENSPTRG00000006504,gene,NCBITaxon:9598,Pan troglodytes,Gene
ENSEMBL:ENSACAG00000003678,ENSEMBL:ENSACAG00000003678,http://ensembl.org/id/ENSACAG00000003678,gene,NCBITaxon:28377,Anolis carolinensis,Gene
HGNC:9394,PICK1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9394,gene,NCBITaxon:9606,Homo sapiens,Gene
ENSEMBL:ENSBTAG00000015303,ENSEMBL:ENSBTAG00000015303,http://ensembl.org/id/ENSBTAG00000015303,gene,NCBITaxon:9913,Bos taurus,Gene
ENSEMBL:ENSECAG00000014711,ENSEMBL:ENSECAG00000014711,http://ensembl.org/id/ENSECAG00000014711,gene,NCBITaxon:9796,Equus caballus,Gene
RGD:1307685,Cavin1,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=1307685,gene,NCBITaxon:10116,Rattus norvegicus,Gene
HGNC:7573,MYH3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7573,gene,NCBITaxon:9606,Homo sapiens,Gene
FlyBase:FBgn0032447,PICK1,http://flybase.org/reports/FBgn0032447,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ZFIN:ZDB-GENE-080723-27,tnnt1,http://zfin.org/ZDB-GENE-080723-27,gene,NCBITaxon:7955,Danio rerio,Gene
ENSEMBL:ENSSSCG00000028878,BCAR1,http://ensembl.org/id/ENSSSCG00000028878,gene,NCBITaxon:9823,Sus scrofa,Gene
dictyBase:DDB_G0272434,DDB0217004,http://dictybase.org/gene/DDB_G0272434,gene,NCBITaxon:44689,Dictyostelium discoideum,Gene
ENSEMBL:ENSXETG00000040222,ENSEMBL:ENSXETG00000040222,http://ensembl.org/id/ENSXETG00000040222,gene,NCBITaxon:8364,Xenopus tropicalis,Gene
ENSEMBL:ENSBTAG00000013468,AHNAK,http://ensembl.org/id/ENSBTAG00000013468,gene,NCBITaxon:9913,Bos taurus,Gene
WormBase:WBGene00022358,Y92H12A.2,https://www.wormbase.org/get?name=WBGene00022358,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
ENSEMBL:ENSMMUG00000011743,ENSEMBL:ENSMMUG00000011743,http://ensembl.org/id/ENSMMUG00000011743,gene,NCBITaxon:9544,Macaca mulatta,Gene
MGI:1918346,Sntg1,http://www.informatics.jax.org/accession/MGI:1918346,gene,NCBITaxon:10090,Mus musculus,Gene
HGNC:6487,LAMB2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6487,gene,NCBITaxon:9606,Homo sapiens,Gene
ENSEMBL:ENSGALG00000037453,TERF1,http://ensembl.org/id/ENSGALG00000037453,gene,NCBITaxon:9031,Gallus gallus,Gene
MGI:894645,Pick1,http://www.informatics.jax.org/accession/MGI:894645,gene,NCBITaxon:10090,Mus musculus,Gene
MGI:1920591,Arhgef6,http://www.informatics.jax.org/accession/MGI:1920591,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSECAG00000000207,ENSEMBL:ENSECAG00000000207,http://ensembl.org/id/ENSECAG00000000207,gene,NCBITaxon:9796,Equus caballus,Gene
ENSEMBL:ENSMODG00000004362,ENSEMBL:ENSMODG00000004362,http://ensembl.org/id/ENSMODG00000004362,gene,NCBITaxon:13616,Monodelphis domestica,Gene
ENSEMBL:ENSOANG00000000625,ENSEMBL:ENSOANG00000000625,http://ensembl.org/id/ENSOANG00000000625,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
ENSEMBL:ENSECAG00000013832,ENSEMBL:ENSECAG00000013832,http://ensembl.org/id/ENSECAG00000013832,gene,NCBITaxon:9796,Equus caballus,Gene
ENSEMBL:ENSGALG00000004285,HNF4A,http://ensembl.org/id/ENSGALG00000004285,gene,NCBITaxon:9031,Gallus gallus,Gene
RGD:1307969,Pgm5,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=1307969,gene,NCBITaxon:10116,Rattus norvegicus,Gene
ENSEMBL:ENSFCAG00000005561,ENSEMBL:ENSFCAG00000005561,http://ensembl.org/id/ENSFCAG00000005561,gene,NCBITaxon:9685,Felis catus,Gene
HGNC:1529,CAV3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1529,gene,NCBITaxon:9606,Homo sapiens,Gene
ENSEMBL:ENSSSCG00000034773,KCNJ18,http://ensembl.org/id/ENSSSCG00000034773,gene,NCBITaxon:9823,Sus scrofa,Gene
ENSEMBL:ENSCAFG00000017618,DRP2,http://ensembl.org/id/ENSCAFG00000017618,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSCAFG00000010822,ENSEMBL:ENSCAFG00000010822,http://ensembl.org/id/ENSCAFG00000010822,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSPTRG00000003772,ENSEMBL:ENSPTRG00000003772,http://ensembl.org/id/ENSPTRG00000003772,gene,NCBITaxon:9598,Pan troglodytes,Gene
MGI:1913496,Osgep,http://www.informatics.jax.org/accession/MGI:1913496,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSCAFG00000000957,SNTB1,http://ensembl.org/id/ENSCAFG00000000957,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSBTAG00000011966,LAMC1,http://ensembl.org/id/ENSBTAG00000011966,gene,NCBITaxon:9913,Bos taurus,Gene
ENSEMBL:ENSSSCG00000013627,ENSEMBL:ENSSSCG00000013627,http://ensembl.org/id/ENSSSCG00000013627,gene,NCBITaxon:9823,Sus scrofa,Gene
ENSEMBL:ENSACAG00000007269,ENSEMBL:ENSACAG00000007269,http://ensembl.org/id/ENSACAG00000007269,gene,NCBITaxon:28377,Anolis carolinensis,Gene
ENSEMBL:ENSSSCG00000011199,TBC1D5,http://ensembl.org/id/ENSSSCG00000011199,gene,NCBITaxon:9823,Sus scrofa,Gene
MGI:97255,Myh6,http://www.informatics.jax.org/accession/MGI:97255,gene,NCBITaxon:10090,Mus musculus,Gene
PomBase:SPBC2F12.05c,osh2,https://www.pombase.org/spombe/result/SPBC2F12.05c,gene,NCBITaxon:284812,Schizosaccharomyces pombe 972h-,Gene
ZFIN:ZDB-GENE-010426-1,dmd,http://zfin.org/ZDB-GENE-010426-1,gene,NCBITaxon:7955,Danio rerio,Gene
ENSEMBL:ENSBTAG00000035726,A0A3Q1MW81,http://ensembl.org/id/ENSBTAG00000035726,gene,NCBITaxon:9913,Bos taurus,Gene
ENSEMBL:ENSECAG00000014975,ENSEMBL:ENSECAG00000014975,http://ensembl.org/id/ENSECAG00000014975,gene,NCBITaxon:9796,Equus caballus,Gene
FlyBase:FBgn0051742,Prosbeta5R2,http://flybase.org/reports/FBgn0051742,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ENSEMBL:ENSSSCG00000024061,TNNI1,http://ensembl.org/id/ENSSSCG00000024061,gene,NCBITaxon:9823,Sus scrofa,Gene
ENSEMBL:ENSBTAG00000018463,ENSEMBL:ENSBTAG00000018463,http://ensembl.org/id/ENSBTAG00000018463,gene,NCBITaxon:9913,Bos taurus,Gene
RGD:1309921,Tnnc1,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=1309921,gene,NCBITaxon:10116,Rattus norvegicus,Gene
ENSEMBL:ENSOANG00000036135,ENSEMBL:ENSOANG00000036135,http://ensembl.org/id/ENSOANG00000036135,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
RGD:708350,Dlgap4,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=708350,gene,NCBITaxon:10116,Rattus norvegicus,Gene
ZFIN:ZDB-GENE-121214-248,ifit10,http://zfin.org/ZDB-GENE-121214-248,gene,NCBITaxon:7955,Danio rerio,Gene
ENSEMBL:ENSECAG00000011914,ENSEMBL:ENSECAG00000011914,http://ensembl.org/id/ENSECAG00000011914,gene,NCBITaxon:9796,Equus caballus,Gene
ENSEMBL:ENSSSCG00000014311,SLC25A48,http://ensembl.org/id/ENSSSCG00000014311,gene,NCBITaxon:9823,Sus scrofa,Gene
ENSEMBL:ENSECAG00000014992,ENSEMBL:ENSECAG00000014992,http://ensembl.org/id/ENSECAG00000014992,gene,NCBITaxon:9796,Equus caballus,Gene
Xenbase:XB-GENE-993318,rtkn2,http://www.xenbase.org/gene/showgene.do?method=display&geneId=XB-GENE-993318,gene,NCBITaxon:8364,Xenopus tropicalis,Gene
MGI:1098258,Kif15,http://www.informatics.jax.org/accession/MGI:1098258,gene,NCBITaxon:10090,Mus musculus,Gene
HGNC:19181,KIF14,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19181,gene,NCBITaxon:9606,Homo sapiens,Gene
ZFIN:ZDB-GENE-030131-7880,osgep,http://zfin.org/ZDB-GENE-030131-7880,gene,NCBITaxon:7955,Danio rerio,Gene
ENSEMBL:ENSECAG00000003760,ENSEMBL:ENSECAG00000003760,http://ensembl.org/id/ENSECAG00000003760,gene,NCBITaxon:9796,Equus caballus,Gene
ZFIN:ZDB-GENE-110408-67,lpar6b,http://zfin.org/ZDB-GENE-110408-67,gene,NCBITaxon:7955,Danio rerio,Gene
ENSEMBL:ENSCAFG00000009880,SNCA,http://ensembl.org/id/ENSCAFG00000009880,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSOANG00000040795,ENSEMBL:ENSOANG00000040795,http://ensembl.org/id/ENSOANG00000040795,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
ENSEMBL:ENSFCAG00000002530,ENSEMBL:ENSFCAG00000002530,http://ensembl.org/id/ENSFCAG00000002530,gene,NCBITaxon:9685,Felis catus,Gene
PomBase:SPAC22F8.10c,sap145,https://www.pombase.org/spombe/result/SPAC22F8.10c,gene,NCBITaxon:284812,Schizosaccharomyces pombe 972h-,Gene
dictyBase:DDB_G0286893,act29,http://dictybase.org/gene/DDB_G0286893,gene,NCBITaxon:44689,Dictyostelium discoideum,Gene
ENSEMBL:ENSECAG00000006315,ENSEMBL:ENSECAG00000006315,http://ensembl.org/id/ENSECAG00000006315,gene,NCBITaxon:9796,Equus caballus,Gene
ENSEMBL:ENSECAG00000018783,ENSEMBL:ENSECAG00000018783,http://ensembl.org/id/ENSECAG00000018783,gene,NCBITaxon:9796,Equus caballus,Gene
ZFIN:ZDB-GENE-120917-2,myl2a,http://zfin.org/ZDB-GENE-120917-2,gene,NCBITaxon:7955,Danio rerio,Gene
FlyBase:FBgn0034379,CG15073,http://flybase.org/reports/FBgn0034379,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ZFIN:ZDB-GENE-040801-151,wdr54,http://zfin.org/ZDB-GENE-040801-151,gene,NCBITaxon:7955,Danio rerio,Gene
ENSEMBL:ENSMMUG00000050192,ENSEMBL:ENSMMUG00000050192,http://ensembl.org/id/ENSMMUG00000050192,gene,NCBITaxon:9544,Macaca mulatta,Gene
ENSEMBL:ENSECAG00000017840,ENSEMBL:ENSECAG00000017840,http://ensembl.org/id/ENSECAG00000017840,gene,NCBITaxon:9796,Equus caballus,Gene
ENSEMBL:ENSACAG00000003759,ENSEMBL:ENSACAG00000003759,http://ensembl.org/id/ENSACAG00000003759,gene,NCBITaxon:28377,Anolis carolinensis,Gene
ENSEMBL:ENSECAG00000006257,ENSEMBL:ENSECAG00000006257,http://ensembl.org/id/ENSECAG00000006257,gene,NCBITaxon:9796,Equus caballus,Gene
ENSEMBL:ENSACAG00000007455,ENSEMBL:ENSACAG00000007455,http://ensembl.org/id/ENSACAG00000007455,gene,NCBITaxon:28377,Anolis carolinensis,Gene
WormBase:WBGene00003627,nhr-34,https://www.wormbase.org/get?name=WBGene00003627,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
FlyBase:FBgn0262733,Src64B,http://flybase.org/reports/FBgn0262733,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
ENSEMBL:ENSOANG00000036197,ENSEMBL:ENSOANG00000036197,http://ensembl.org/id/ENSOANG00000036197,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
ENSEMBL:ENSSSCG00000017583,SGCA,http://ensembl.org/id/ENSSSCG00000017583,gene,NCBITaxon:9823,Sus scrofa,Gene
HGNC:19214,SHKBP1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19214,gene,NCBITaxon:9606,Homo sapiens,Gene
MGI:1921269,Traf3ip1,http://www.informatics.jax.org/accession/MGI:1921269,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSGALG00000012256,UTRN,http://ensembl.org/id/ENSGALG00000012256,gene,NCBITaxon:9031,Gallus gallus,Gene
ENSEMBL:ENSMMUG00000017933,ENSEMBL:ENSMMUG00000017933,http://ensembl.org/id/ENSMMUG00000017933,gene,NCBITaxon:9544,Macaca mulatta,Gene
ENSEMBL:ENSACAG00000003864,ENSEMBL:ENSACAG00000003864,http://ensembl.org/id/ENSACAG00000003864,gene,NCBITaxon:28377,Anolis carolinensis,Gene
MGI:1922909,Wdr54,http://www.informatics.jax.org/accession/MGI:1922909,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSPTRG00000005701,ENSEMBL:ENSPTRG00000005701,http://ensembl.org/id/ENSPTRG00000005701,gene,NCBITaxon:9598,Pan troglodytes,Gene
MGI:894698,Sgca,http://www.informatics.jax.org/accession/MGI:894698,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSGALG00000007247,TGFB1I1,http://ensembl.org/id/ENSGALG00000007247,gene,NCBITaxon:9031,Gallus gallus,Gene
ENSEMBL:ENSBTAG00000012723,ENSEMBL:ENSBTAG00000012723,http://ensembl.org/id/ENSBTAG00000012723,gene,NCBITaxon:9913,Bos taurus,Gene
ENSEMBL:ENSMMUG00000002328,ENSEMBL:ENSMMUG00000002328,http://ensembl.org/id/ENSMMUG00000002328,gene,NCBITaxon:9544,Macaca mulatta,Gene
HGNC:12665,VCL,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12665,gene,NCBITaxon:9606,Homo sapiens,Gene
ENSEMBL:ENSCAFG00000017951,ENSEMBL:ENSCAFG00000017951,http://ensembl.org/id/ENSCAFG00000017951,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
WormBase:WBGene00022166,Y71H2AM.1,https://www.wormbase.org/get?name=WBGene00022166,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
ENSEMBL:ENSMODG00000024992,ENSEMBL:ENSMODG00000024992,http://ensembl.org/id/ENSMODG00000024992,gene,NCBITaxon:13616,Monodelphis domestica,Gene
ENSEMBL:ENSOANG00000008837,ENSEMBL:ENSOANG00000008837,http://ensembl.org/id/ENSOANG00000008837,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
HGNC:1955,CHRNA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1955,gene,NCBITaxon:9606,Homo sapiens,Gene
ENSEMBL:ENSMODG00000012562,ENSEMBL:ENSMODG00000012562,http://ensembl.org/id/ENSMODG00000012562,gene,NCBITaxon:13616,Monodelphis domestica,Gene
ENSEMBL:ENSSSCG00000025830,NUP93,http://ensembl.org/id/ENSSSCG00000025830,gene,NCBITaxon:9823,Sus scrofa,Gene
ENSEMBL:ENSPTRG00000014825,ENSEMBL:ENSPTRG00000014825,http://ensembl.org/id/ENSPTRG00000014825,gene,NCBITaxon:9598,Pan troglodytes,Gene
MGI:1339984,Pak2,http://www.informatics.jax.org/accession/MGI:1339984,gene,NCBITaxon:10090,Mus musculus,Gene
ENSEMBL:ENSACAG00000004184,ENSEMBL:ENSACAG00000004184,http://ensembl.org/id/ENSACAG00000004184,gene,NCBITaxon:28377,Anolis carolinensis,Gene
ENSEMBL:ENSGALG00000013437,GAN,http://ensembl.org/id/ENSGALG00000013437,gene,NCBITaxon:9031,Gallus gallus,Gene
ENSEMBL:ENSBTAG00000050243,FKRP,http://ensembl.org/id/ENSBTAG00000050243,gene,NCBITaxon:9913,Bos taurus,Gene
ENSEMBL:ENSCAFG00000004043,LAMA4,http://ensembl.org/id/ENSCAFG00000004043,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSMODG00000021126,ENSEMBL:ENSMODG00000021126,http://ensembl.org/id/ENSMODG00000021126,gene,NCBITaxon:13616,Monodelphis domestica,Gene
ENSEMBL:ENSBTAG00000039684,CAVIN1,http://ensembl.org/id/ENSBTAG00000039684,gene,NCBITaxon:9913,Bos taurus,Gene
ENSEMBL:ENSFCAG00000004478,ENSEMBL:ENSFCAG00000004478,http://ensembl.org/id/ENSFCAG00000004478,gene,NCBITaxon:9685,Felis catus,Gene
ENSEMBL:ENSFCAG00000018405,ENSEMBL:ENSFCAG00000018405,http://ensembl.org/id/ENSFCAG00000018405,gene,NCBITaxon:9685,Felis catus,Gene
ENSEMBL:ENSPTRG00000014879,ENSEMBL:ENSPTRG00000014879,http://ensembl.org/id/ENSPTRG00000014879,gene,NCBITaxon:9598,Pan troglodytes,Gene
ENSEMBL:ENSOANG00000007716,ENSEMBL:ENSOANG00000007716,http://ensembl.org/id/ENSOANG00000007716,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
ENSEMBL:ENSACAG00000013302,ENSEMBL:ENSACAG00000013302,http://ensembl.org/id/ENSACAG00000013302,gene,NCBITaxon:28377,Anolis carolinensis,Gene
FlyBase:FBgn0000046,Act87E,http://flybase.org/reports/FBgn0000046,gene,NCBITaxon:7227,Drosophila melanogaster,Gene
RGD:621151,Clstn2,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=621151,gene,NCBITaxon:10116,Rattus norvegicus,Gene
ZFIN:ZDB-GENE-080229-3,jam2b,http://zfin.org/ZDB-GENE-080229-3,gene,NCBITaxon:7955,Danio rerio,Gene
dictyBase:DDB_G0293526,racC,http://dictybase.org/gene/DDB_G0293526,gene,NCBITaxon:44689,Dictyostelium discoideum,Gene
ENSEMBL:ENSCAFG00000008755,ENSEMBL:ENSCAFG00000008755,http://ensembl.org/id/ENSCAFG00000008755,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSGALG00000006439,ENSEMBL:ENSGALG00000006439,http://ensembl.org/id/ENSGALG00000006439,gene,NCBITaxon:9031,Gallus gallus,Gene
WormBase:WBGene00007048,nfx-1,https://www.wormbase.org/get?name=WBGene00007048,gene,NCBITaxon:6239,Caenorhabditis elegans,Gene
ENSEMBL:ENSCAFG00000018597,LAMA1,http://ensembl.org/id/ENSCAFG00000018597,gene,NCBITaxon:9615,Canis lupus familiaris,Gene
ENSEMBL:ENSSSCG00000025228,TRAF3IP1,http://ensembl.org/id/ENSSSCG00000025228,gene,NCBITaxon:9823,Sus scrofa,Gene
ENSEMBL:ENSOANG00000002564,ENSEMBL:ENSOANG00000002564,http://ensembl.org/id/ENSOANG00000002564,gene,NCBITaxon:9258,Ornithorhynchus anatinus,Gene
