id,semantic_groups,preflabel,synonyms,description,name
ENSEMBL:ENSACAG00000011455,ORTH,ENSEMBL:ENSACAG00000011455,NA,NA,ENSEMBL:ENSACAG00000011455
ENSEMBL:ENSPTRG00000015377,ORTH,ENSEMBL:ENSPTRG00000015377,NA,NA,ENSEMBL:ENSPTRG00000015377
MGI:1915445,ORTH,Rnaset2a,NA,NA,Rnaset2a
dictyBase:DDB_G0281293,GENO,ddiA,NA,NA,ddiA
FlyBase:FBgn0013275,ORTH,Hsp70Aa,NA,NA,Hsp70Aa
ENSEMBL:ENSMODG00000015173,ORTH,ENSEMBL:ENSMODG00000015173,NA,NA,ENSEMBL:ENSMODG00000015173
ENSEMBL:ENSMODG00000003384,ORTH,ENSEMBL:ENSMODG00000003384,NA,NA,ENSEMBL:ENSMODG00000003384
ENSEMBL:ENSGALG00000023066,ORTH,DNAJA1,DJ-2|DjA1|HDJ2|HSDJ|HSJ-2|HSJ2|HSPF4|NEDD7|hDJ-2,"This gene encodes a member of the DnaJ family of proteins, which act as heat shock protein 70 cochaperones. Heat shock proteins facilitate protein folding, trafficking, prevention of aggregation, and proteolytic degradation. Members of this family are characterized by a highly conserved N-terminal J domain, a glycine/phenylalanine-rich region, four CxxCxGxG zinc finger repeats, and a C-terminal substrate-binding domain. The J domain mediates the interaction with heat shock protein 70 to recruit substrates and regulate ATP hydrolysis activity. In humans, this gene has been implicated in positive regulation of virus replication through co-option by the influenza A virus. Several pseudogenes of this gene are found on other chromosomes. [provided by RefSeq, Sep 2015].",DnaJ heat shock protein family (Hsp40) member A1
WBPhenotype:0001846,DISO,phagosome maturation defective,NA,NA,phagosome maturation defective
HGNC:16031,GENE,RNF31,HOIP|IMD115|Paul|ZIBRA,"The protein encoded by this gene contains a RING finger, a motif present in a variety of functionally distinct proteins and known to be involved in protein-DNA and protein-protein interactions. The encoded protein is the E3 ubiquitin-protein ligase component of the linear ubiquitin chain assembly complex. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2015].",ring finger protein 31
ENSEMBL:ENSMMUG00000050019,ORTH,ENSEMBL:ENSMMUG00000050019,NA,NA,ENSEMBL:ENSMMUG00000050019
RGD:1305022,ORTH,Heyl,NA,NA,Heyl
ENSEMBL:ENSGALG00000048939,ORTH,A0A3Q3AH69,NA,NA,A0A3Q3AH69
MP:0000966,DISO,decreased sensory neuron number,NA,NA,decreased sensory neuron number
FBcv:0002022,DISO,some die during second instar larval stage,NA,NA,some die during second instar larval stage
HGNC:20045,GENE,GEMIN7,SIP3,"The protein encoded by this gene is a component of the core SMN complex, which is required for pre-mRNA splicing in the nucleus. The encoded protein is found in the nucleoplasm, in nuclear 'gems' (Gemini of Cajal bodies), and in the cytoplasm. Three transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008].",gem nuclear organelle associated protein 7
PomBase:SPBC32F12.16,GENO,gem7,NA,NA,gem7
HGNC:7106,GENE,ATXN3,AT3|ATX3|JOS|MJD|MJD1|SCA3,"Machado-Joseph disease, also known as spinocerebellar ataxia-3, is an autosomal dominant neurologic disorder. The protein encoded by this gene contains (CAG)n repeats in the coding region, and the expansion of these repeats from the normal 12-44 to 52-86 is one cause of Machado-Joseph disease. There is a negative correlation between the age of onset and CAG repeat numbers. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2016].",ataxin 3
MGI:1351511,ORTH,Psmd7,NA,NA,Psmd7
MGI:1922855,ORTH,Kdm5b,NA,NA,Kdm5b
ENSEMBL:ENSECAG00000014268,ORTH,ENSEMBL:ENSECAG00000014268,NA,NA,ENSEMBL:ENSECAG00000014268
ENSEMBL:ENSBTAG00000012235,ORTH,ENSEMBL:ENSBTAG00000012235,NA,NA,ENSEMBL:ENSBTAG00000012235
ENSEMBL:ENSSSCG00000005914,ORTH,SHARPIN,SIPL1,"Enables polyubiquitin modification-dependent protein binding activity. Involved in protein linear polyubiquitination and regulation of signal transduction. Located in cytosol. Part of LUBAC complex. [provided by Alliance of Genome Resources, Apr 2022]",SHANK associated RH domain interactor
WormBase:WBGene00007009,ORTH,wwp-1,NA,NA,wwp-1
ENSEMBL:ENSOANG00000012904,ORTH,ENSEMBL:ENSOANG00000012904,NA,NA,ENSEMBL:ENSOANG00000012904
HGNC:6849,GENE,MAP3K10,MEKK10|MLK2|MST,"The protein encoded by this gene is a member of the serine/threonine kinase family. This kinase has been shown to activate MAPK8/JNK and MKK4/SEK1, and this kinase itself can be phoshorylated, and thus activated by JNK kinases. This kinase functions preferentially on the JNK signaling pathway, and is reported to be involved in nerve growth factor (NGF) induced neuronal apoptosis. [provided by RefSeq, Jul 2008].",mitogen-activated protein kinase kinase kinase 10
UBERON:0001826,ANAT,nasal cavity mucosa,NA,NA,nasal cavity mucosa
ZFIN:ZDB-GENE-131127-579,ORTH,taf4a,NA,NA,taf4a
HP:0001263,DISO,Global developmental delay,NA,NA,Global developmental delay
ENSEMBL:ENSSSCG00005037806,ORTH,ENSEMBL:ENSSSCG00005037806,NA,NA,ENSEMBL:ENSSSCG00005037806
ENSEMBL:ENSCAFG00000007564,ORTH,IMMT,HMP|MICOS60|MINOS2|Mic60|P87|P87/89|P89|PIG4|PIG52,"Enables RNA binding activity. Involved in cristae formation. Located in mitochondrial inner membrane. Part of MICOS complex. [provided by Alliance of Genome Resources, Apr 2022]",inner membrane mitochondrial protein
ENSEMBL:ENSOANG00000050014,ORTH,ENSEMBL:ENSOANG00000050014,NA,NA,ENSEMBL:ENSOANG00000050014
MP:0002566,DISO,abnormal sexual interaction,NA,NA,abnormal sexual interaction
MGI:3782011,ORTH,Gm3839,NA,NA,Gm3839
ZFIN:ZDB-GENE-090521-5,ORTH,tacc1,NA,NA,tacc1
WBPhenotype:0000847,DISO,presynaptic component localization variant,NA,NA,presynaptic component localization variant
HGNC:21686,GENE,RNASET2,0610007O07Rik|4833423A10Rik|4930532K22Rik|RNASE6PL|Rnaset2,NA,ribonuclease T2A
HGNC:3999,GENE,FTL,FTL1|LFTD|NBIA3,"This gene encodes the light subunit of the ferritin protein. Ferritin is the major intracellular iron storage protein in prokaryotes and eukaryotes. It is composed of 24 subunits of the heavy and light ferritin chains. Variation in ferritin subunit composition may affect the rates of iron uptake and release in different tissues. A major function of ferritin is the storage of iron in a soluble and nontoxic state. Defects in this light chain ferritin gene are associated with several neurodegenerative diseases and hyperferritinemia-cataract syndrome. This gene has multiple pseudogenes. [provided by RefSeq, Jul 2008].",ferritin light chain
MGI:892004,ORTH,H2-Bl,NA,NA,H2-Bl
ENSEMBL:ENSOANG00000042299,ORTH,ENSEMBL:ENSOANG00000042299,NA,NA,ENSEMBL:ENSOANG00000042299
ENSEMBL:ENSECAG00000007134,ORTH,ENSEMBL:ENSECAG00000007134,NA,NA,ENSEMBL:ENSECAG00000007134
MP:0000607,DISO,abnormal hepatocyte morphology,NA,NA,abnormal hepatocyte morphology
HGNC:9069,GENE,PLEC,EBS1|EBS5A|EBS5B|EBS5C|EBS5D|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|LGMDR17|PCN|PLEC1|PLEC1b|PLTN,"Plectin is a prominent member of an important family of structurally and in part functionally related proteins, termed plakins or cytolinkers, that are capable of interlinking different elements of the cytoskeleton. Plakins, with their multi-domain structure and enormous size, not only play crucial roles in maintaining cell and tissue integrity and orchestrating dynamic changes in cytoarchitecture and cell shape, but also serve as scaffolding platforms for the assembly, positioning, and regulation of signaling complexes (reviewed in PMID: 9701547, 11854008, and 17499243). Plectin is expressed as several protein isoforms in a wide range of cell types and tissues from a single gene located on chromosome 8 in humans (PMID: 8633055, 8698233). Until 2010, this locus was named plectin 1 (symbol PLEC1 in human; Plec1 in mouse and rat) and the gene product had been referred to as 'hemidesmosomal protein 1' or 'plectin 1, intermediate filament binding 500kDa'. These names were superseded by plectin. The plectin gene locus in mouse on chromosome 15 has been analyzed in detail (PMID: 10556294, 14559777), revealing a genomic exon-intron organization with well over 40 exons spanning over 62 kb and an unusual 5' transcript complexity of plectin isoforms. Eleven exons (1-1j) have been identified that alternatively splice directly into a common exon 2 which is the first exon to encode plectin's highly conserved actin binding domain (ABD). Three additional exons (-1, 0a, and 0) splice into an alternative first coding exon (1c), and two additional exons (2alpha and 3alpha) are optionally spliced within the exons encoding the acting binding domain (exons 2-8). Analysis of the human locus has identified eight of the eleven alternative 5' exons found in mouse and rat (PMID: 14672974); exons 1i, 1j and 1h have not been confirmed in human. Furthermore, isoforms lacking the central rod domain encoded by exon 31 have been detected in mouse (PMID:10556294), rat (PMID: 9177781), and human (PMID: 11441066, 10780662, 20052759). The short alternative amino-terminal sequences encoded by the different first exons direct the targeting of the various isoforms to distinct subcellular locations (PMID: 14559777). As the expression of specific plectin isoforms was found to be dependent on cell type (tissue) and stage of development (PMID: 10556294, 12542521, 17389230) it appears that each cell type (tissue) contains a unique set (proportion and composition) of plectin isoforms, as if custom-made for specific requirements of the particular cells. Concordantly, individual isoforms were found to carry out distinct and specific functions (PMID: 14559777, 12542521, 18541706). In 1996, a number of groups reported that patients suffering from epidermolysis bullosa simplex with muscular dystrophy (EBS-MD) lacked plectin expression in skin and muscle tissues due to defects in the plectin gene (PMID: 8698233, 8941634, 8636409, 8894687, 8696340). Two other subtypes of plectin-related EBS have been described: EBS-pyloric atresia (PA) and EBS-Ogna. For reviews of plectin-related diseases see PMID: 15810881, 19945614. Mutations in the plectin gene related to human diseases should be named based on the position in NM_000445 (variant 1, isoform 1c), unless the mutation is located within one of the other alternative first exons, in which case the position in the respective Reference Sequence should be used. [provided by RefSeq, Aug 2011].",plectin
ENSEMBL:ENSCAFG00000005526,ORTH,IKBKB,IKK-2|IKK-beta|IKK2|IKKB|IMD15|IMD15A|IMD15B|NFKBIKB,"The protein encoded by this gene phosphorylates the inhibitor in the inhibitor/NF-kappa-B complex, causing dissociation of the inhibitor and activation of NF-kappa-B. The encoded protein itself is found in a complex of proteins. Several transcript variants, some protein-coding and some not, have been found for this gene. [provided by RefSeq, Sep 2011].",inhibitor of nuclear factor kappa B kinase subunit beta
ENSEMBL:ENSOANG00000000711,ORTH,ENSEMBL:ENSOANG00000000711,NA,NA,ENSEMBL:ENSOANG00000000711
FlyBase:FBgn0038722,ORTH,Nup58,NA,NA,Nup58
ENSEMBL:ENSFCAG00000001580,ORTH,ENSEMBL:ENSFCAG00000001580,NA,NA,ENSEMBL:ENSFCAG00000001580
HGNC:23332,GENE,COMMD3,BUP|C10orf8,"Predicted to be involved in sodium ion transport. Predicted to be located in extracellular region and ficolin-1-rich granule lumen. [provided by Alliance of Genome Resources, Apr 2022]",COMM domain containing 3
ENSEMBL:ENSMODG00000013663,ORTH,ENSEMBL:ENSMODG00000013663,NA,NA,ENSEMBL:ENSMODG00000013663
ENSEMBL:ENSOANG00000003713,ORTH,ENSEMBL:ENSOANG00000003713,NA,NA,ENSEMBL:ENSOANG00000003713
ENSEMBL:ENSECAG00000012882,ORTH,ENSEMBL:ENSECAG00000012882,NA,NA,ENSEMBL:ENSECAG00000012882
ENSEMBL:ENSCAFG00000000304,ORTH,A0A5F4D9K7,NA,NA,A0A5F4D9K7
NCBIGene:396523,GENE,P05419,NA,NA,NA
ZFIN:ZDB-GENE-030804-3,ORTH,calm2a,NA,NA,calm2a
HGNC:30899,GENE,ZNF655,VIK|VIK-1,"This gene encodes a zinc finger protein. The zinc finger proteins are involved in DNA binding and protein-protein interactions. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008].",zinc finger protein 655
ENSEMBL:ENSOANG00000010873,ORTH,ENSEMBL:ENSOANG00000010873,NA,NA,ENSEMBL:ENSOANG00000010873
FlyBase:FBgn0035733,ORTH,CG8641,NA,NA,CG8641
dictyBase:DDB_G0277917,GENO,mlcD,NA,NA,mlcD
ZFIN:ZDB-GENE-080214-5,ORTH,hspb15,NA,NA,hspb15
GO:0048487,PHYS,beta-tubulin binding,NA,NA,beta-tubulin binding
ENSEMBL:ENSFCAG00000002225,ORTH,ENSEMBL:ENSFCAG00000002225,NA,NA,ENSEMBL:ENSFCAG00000002225
PomBase:SPCC970.10c,GENO,brl2,NA,NA,brl2
ENSEMBL:ENSSSCG00000005399,ORTH,ENSEMBL:ENSSSCG00000005399,NA,NA,ENSEMBL:ENSSSCG00000005399
WormBase:WBGene00003795,ORTH,npp-9,NA,NA,npp-9
dictyBase:DDB_G0278271,GENO,DDB0205337,NA,NA,DDB0205337
ENSEMBL:ENSSSCG00000032908,ORTH,PSMD7,MOV34|P40|Rpn8|S12,"The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a non-ATPase subunit of the 19S regulator. A pseudogene has been identified on chromosome 17. [provided by RefSeq, Jul 2008].","proteasome 26S subunit, non-ATPase 7"
ENSEMBL:ENSSSCG00000008881,ORTH,RAPGEF2,CNrasGEF|NRAPGEP|PDZ-GEF1|PDZGEF1|RA-GEF|RA-GEF-1|RAGEF|Rap-GEP|nRap GEP,"Members of the RAS (see HRAS; MIM 190020) subfamily of GTPases function in signal transduction as GTP/GDP-regulated switches that cycle between inactive GDP- and active GTP-bound states. Guanine nucleotide exchange factors (GEFs), such as RAPGEF2, serve as RAS activators by promoting acquisition of GTP to maintain the active GTP-bound state and are the key link between cell surface receptors and RAS activation (Rebhun et al., 2000 [PubMed 10934204]).[supplied by OMIM, Mar 2008].",Rap guanine nucleotide exchange factor 2
ENSEMBL:ENSMMUG00000010581,ORTH,ENSEMBL:ENSMMUG00000010581,NA,NA,ENSEMBL:ENSMMUG00000010581
MGI:1913331,ORTH,Sharpin,NA,NA,Sharpin
HP:0001824,DISO,Weight loss,NA,NA,Weight loss
FlyBase:FBgn0003277,ORTH,Polr2A,NA,NA,Polr2A
ZP:0007648,DISO,"cell division decreased occurrence, abnormal",NA,NA,"cell division decreased occurrence, abnormal"
MONARCH:APO_0000215APO_0000003,GENO,toxin resistance:decreased,NA,NA,toxin resistance:decreased
ENSEMBL:ENSMMUG00000017123,ORTH,ENSEMBL:ENSMMUG00000017123,NA,NA,ENSEMBL:ENSMMUG00000017123
WormBase:WBGene00009164,ORTH,hrdl-1,NA,NA,hrdl-1
WBPhenotype:0000050,DISO,embryonic lethal,NA,NA,embryonic lethal
WormBase:WBGene00018067,ORTH,npr-7,NA,NA,npr-7
UBERON:0001890,ANAT,forebrain,NA,NA,forebrain
ENSEMBL:ENSGALG00000031832,ORTH,IKBKB,IKK-2|IKK-beta|IKK2|IKKB|IMD15|IMD15A|IMD15B|NFKBIKB,"The protein encoded by this gene phosphorylates the inhibitor in the inhibitor/NF-kappa-B complex, causing dissociation of the inhibitor and activation of NF-kappa-B. The encoded protein itself is found in a complex of proteins. Several transcript variants, some protein-coding and some not, have been found for this gene. [provided by RefSeq, Sep 2011].",inhibitor of nuclear factor kappa B kinase subunit beta
RGD:621093,ORTH,Psmb7,NA,NA,Psmb7
HGNC:9154,GENE,PNKP,AOA4|CMT2B2|EIEE10|MCSZ|PNK,"This locus represents a gene involved in DNA repair. In response to ionizing radiation or oxidative damage, the protein encoded by this locus catalyzes 5' phosphorylation and 3' dephosphorylation of nucleic acids. Mutations at this locus have been associated with microcephaly, seizures, and developmental delay.[provided by RefSeq, Sep 2010].",polynucleotide kinase 3'-phosphatase
HP:0001250,DISO,Seizure,NA,NA,Seizure
PomBase:SPAC31G5.09c,GENO,spk1,NA,NA,spk1
ENSEMBL:ENSSSCG00000040682,ORTH,MAPK3,ERK-1|ERK1|ERT2|HS44KDAP|HUMKER1A|P44ERK1|P44MAPK|PRKM3|p44-ERK1|p44-MAPK,"The protein encoded by this gene is a member of the MAP kinase family. MAP kinases, also known as extracellular signal-regulated kinases (ERKs), act in a signaling cascade that regulates various cellular processes such as proliferation, differentiation, and cell cycle progression in response to a variety of extracellular signals. This kinase is activated by upstream kinases, resulting in its translocation to the nucleus where it phosphorylates nuclear targets. Alternatively spliced transcript variants encoding different protein isoforms have been described. [provided by RefSeq, Jul 2008].",mitogen-activated protein kinase 3
HGNC:938,GENE,BAG2,BAG-2|dJ417I1.2,"BAG proteins compete with Hip for binding to the Hsc70/Hsp70 ATPase domain and promote substrate release. All the BAG proteins have an approximately 45-amino acid BAG domain near the C terminus but differ markedly in their N-terminal regions. The predicted BAG2 protein contains 211 amino acids. The BAG domains of BAG1, BAG2, and BAG3 interact specifically with the Hsc70 ATPase domain in vitro and in mammalian cells. All 3 proteins bind with high affinity to the ATPase domain of Hsc70 and inhibit its chaperone activity in a Hip-repressible manner. [provided by RefSeq, Jul 2008].",BAG cochaperone 2
HGNC:29163,GENE,NINL,NLP,"Predicted to enable calcium ion binding activity. Predicted to be involved in microtubule anchoring at centrosome. Located in cytosol; intercellular bridge; and microtubule cytoskeleton. [provided by Alliance of Genome Resources, Apr 2022]",ninein like
Coriell:GM04282,GENO,NIGMS-GM04282,NA,NA,NIGMS-GM04282
MP:0002123,DISO,abnormal definitive hematopoiesis,NA,NA,abnormal definitive hematopoiesis
ZFIN:ZDB-GENE-070424-4,ORTH,mhc1zca,NA,NA,mhc1zca
ENSEMBL:ENSMMUG00000064139,ORTH,ENSEMBL:ENSMMUG00000064139,NA,NA,ENSEMBL:ENSMMUG00000064139
FlyBase:FBgn0020496,ORTH,CtBP,NA,NA,CtBP
ENSEMBL:ENSDARG00000112020,ORTH,A0A2R8RNC7,NA,NA,A0A2R8RNC7
ENSEMBL:ENSMODG00000016692,ORTH,ENSEMBL:ENSMODG00000016692,NA,NA,ENSEMBL:ENSMODG00000016692
FlyBase:FBgn0004066,ORTH,Prosalpha4,NA,NA,Prosalpha4
RGD:708460,ORTH,Ppp6c,NA,NA,Ppp6c
ENSEMBL:ENSMMUG00000020549,ORTH,ENSEMBL:ENSMMUG00000020549,NA,NA,ENSEMBL:ENSMMUG00000020549
HGNC:9854,GENE,RANGAP1,Fug1|RANGAP|SD,"This gene encodes a protein that associates with the nuclear pore complex and participates in the regulation of nuclear transport. The encoded protein interacts with Ras-related nuclear protein 1 (RAN) and regulates guanosine triphosphate (GTP)-binding and exchange. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013].",Ran GTPase activating protein 1
RGD:620578,ORTH,Sh3gl3,NA,NA,Sh3gl3
ENSEMBL:ENSCAFG00000013237,ORTH,SH3GL3,CNSA3|EEN-B2|HsT19371|SH3D2C|SH3P13,"Enables identical protein binding activity. Predicted to be involved in synaptic vesicle uncoating. Predicted to be located in acrosomal vesicle; early endosome membrane; and presynapse. Predicted to be part of early endosome. Predicted to be active in glutamatergic synapse; postsynaptic density, intracellular component; and postsynaptic endosome. [provided by Alliance of Genome Resources, Apr 2022]","SH3 domain containing GRB2 like 3, endophilin A3"
WBPhenotype:0000012,DISO,dauer constitutive,NA,NA,dauer constitutive
FlyBase:FBgn0038145,ORTH,Droj2,NA,NA,Droj2
ENSEMBL:ENSMMUG00000013791,ORTH,ENSEMBL:ENSMMUG00000013791,NA,NA,ENSEMBL:ENSMMUG00000013791
EnsemblGenome:BAB96589,ORTH,EnsemblGenome:BAB96589,NA,NA,EnsemblGenome:BAB96589
ZFIN:ZDB-GENE-050321-1,ORTH,hsp70l,NA,NA,hsp70l
dictyBase:DDB_G0290965,GENO,DDB_G0290965,NA,NA,DDB_G0290965
ENSEMBL:ENSFCAG00000048955,ORTH,ENSEMBL:ENSFCAG00000048955,NA,NA,ENSEMBL:ENSFCAG00000048955
WormBase:WBGene00014240,ORTH,htas-1,NA,NA,htas-1
ZFIN:ZDB-GENE-060825-289,ORTH,pex11b,NA,NA,pex11b
SGD:S000005507,ORTH,PEX11,NA,NA,PEX11
HGNC:20194,GENE,POLR1C,AC19|POLR1C|RPA16|RPA9|RPAC2|RPC16|RPO1-3|TCS2,"The protein encoded by this gene is a component of the RNA polymerase I and RNA polymerase III complexes, which function in the synthesis of ribosomal RNA precursors and small RNAs, respectively. Mutations in this gene are a cause of Treacher Collins syndrome (TCS), a craniofacial development disorder. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2011].",RNA polymerase I and III subunit D
HP:0000518,DISO,Cataract,NA,NA,Cataract
FlyBase:FBgn0000046,ORTH,Act87E,NA,NA,Act87E
dictyBase:DDB_G0287981,GENO,DDB0187718,NA,NA,DDB0187718
ENSEMBL:ENSBTAG00000032705,ORTH,CALM,NA,NA,CALM
ENSEMBL:ENSACAG00000026695,ORTH,ENSEMBL:ENSACAG00000026695,NA,NA,ENSEMBL:ENSACAG00000026695
ENSEMBL:ENSBTAG00000052071,ORTH,ENSEMBL:ENSBTAG00000052071,NA,NA,ENSEMBL:ENSBTAG00000052071
ENSEMBL:ENSFCAG00000050410,ORTH,ENSEMBL:ENSFCAG00000050410,NA,NA,ENSEMBL:ENSFCAG00000050410
ZFIN:ZDB-GENE-040426-2299,ORTH,aldoab,NA,NA,aldoab
ENSEMBL:ENSCAFG00000017823,ORTH,A0A5F4D0Q5,NA,NA,A0A5F4D0Q5
WormBase:WBGene00003948,ORTH,pbs-2,NA,NA,pbs-2
ENSEMBL:ENSECAG00000024092,ORTH,ENSEMBL:ENSECAG00000024092,NA,NA,ENSEMBL:ENSECAG00000024092
PomBase:SPAC22E12.07,GENO,rna1,NA,NA,rna1
MGI:88494,ORTH,Creb1,NA,NA,Creb1
ENSEMBL:ENSECAG00000013667,ORTH,ENSEMBL:ENSECAG00000013667,NA,NA,ENSEMBL:ENSECAG00000013667
ENSEMBL:ENSCAFG00000018930,ORTH,GIT1,p95-APP1,"Enables gamma-tubulin binding activity. Involved in positive regulation of microtubule nucleation and regulation of cytokinesis. Located in several cellular components, including focal adhesion; microtubule cytoskeleton; and mitochondrion. Implicated in attention deficit hyperactivity disorder. Biomarker of Huntington's disease. [provided by Alliance of Genome Resources, Apr 2022]",GIT ArfGAP 1
ENSEMBL:ENSSSCG00000017787,ORTH,GIT1,p95-APP1,"Enables gamma-tubulin binding activity. Involved in positive regulation of microtubule nucleation and regulation of cytokinesis. Located in several cellular components, including focal adhesion; microtubule cytoskeleton; and mitochondrion. Implicated in attention deficit hyperactivity disorder. Biomarker of Huntington's disease. [provided by Alliance of Genome Resources, Apr 2022]",GIT ArfGAP 1
FlyBase:FBgn0001216,ORTH,Hsc70-1,NA,NA,Hsc70-1
ENSEMBL:ENSACAG00000004884,ORTH,ENSEMBL:ENSACAG00000004884,NA,NA,ENSEMBL:ENSACAG00000004884
PomBase:SPCP31B10.03c,GENO,med31,NA,NA,med31
RGD:1309457,ORTH,Med31,NA,NA,Med31
ENSEMBL:ENSFCAG00000043198,ORTH,ENSEMBL:ENSFCAG00000043198,NA,NA,ENSEMBL:ENSFCAG00000043198
ENSEMBL:ENSBTAG00000010668,ORTH,ENSEMBL:ENSBTAG00000010668,NA,NA,ENSEMBL:ENSBTAG00000010668
ZFIN:ZDB-GENE-040426-1527,ORTH,vps28,NA,NA,vps28
ENSEMBL:ENSOANG00000047459,ORTH,ENSEMBL:ENSOANG00000047459,NA,NA,ENSEMBL:ENSOANG00000047459
WormBase:WBGene00002005,ORTH,hsp-1,NA,NA,hsp-1
MGI:1921529,ORTH,Magea14,NA,NA,Magea14
FlyBase:FBgn0259824,ORTH,Hip14,NA,NA,Hip14
PomBase:SPAC2F7.10,GENO,akr1,NA,NA,akr1
HGNC:589,GENE,ATG5,APG5|APG5-LIKE|APG5L|ASP|SCAR25|hAPG5,"The protein encoded by this gene, in combination with autophagy protein 12, functions as an E1-like activating enzyme in a ubiquitin-like conjugating system. The encoded protein is involved in several cellular processes, including autophagic vesicle formation, mitochondrial quality control after oxidative damage, negative regulation of the innate antiviral immune response, lymphocyte development and proliferation, MHC II antigen presentation, adipocyte differentiation, and apoptosis. Several transcript variants encoding different protein isoforms have been found for this gene. [provided by RefSeq, Sep 2015].",autophagy related 5
dictyBase:DDB_G0279493,GENO,dictyBase:DDB_G0279493,NA,NA,dictyBase:DDB_G0279493
HGNC:9760,GENE,RAB11A,YL8,"The protein encoded by this gene belongs to the Rab family of the small GTPase superfamily. It is associated with both constitutive and regulated secretory pathways, and may be involved in protein transport. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2011].","RAB11A, member RAS oncogene family"
PomBase:SPAC1B1.03c,GENO,kap95,NA,NA,kap95
ENSEMBL:ENSECAG00000014560,ORTH,ENSEMBL:ENSECAG00000014560,NA,NA,ENSEMBL:ENSECAG00000014560
MGI:2389466,ORTH,Tg(HDexon1)61Gpb,NA,NA,Tg(HDexon1)61Gpb
PomBase:SPBP35G2.11c,GENO,nbr1,NA,NA,nbr1
ENSEMBL:ENSSSCG00000030211,ORTH,ENSEMBL:ENSSSCG00000030211,NA,NA,ENSEMBL:ENSSSCG00000030211
ENSEMBL:ENSMODG00000008139,ORTH,ENSEMBL:ENSMODG00000008139,NA,NA,ENSEMBL:ENSMODG00000008139
MGI:1915881,ORTH,Cryl1,NA,NA,Cryl1
MP:0003631,DISO,nervous system phenotype,NA,NA,nervous system phenotype
ZFIN:ZDB-GENE-170215-1,ORTH,nbr1b,NA,NA,nbr1b
ENSEMBL:ENSACAG00000013331,ORTH,ENSEMBL:ENSACAG00000013331,NA,NA,ENSEMBL:ENSACAG00000013331
RGD:2318093,ORTH,Haus5,NA,NA,Haus5
ENSEMBL:ENSMODG00000044679,ORTH,ENSEMBL:ENSMODG00000044679,NA,NA,ENSEMBL:ENSMODG00000044679
ENSEMBL:ENSMMUG00000058013,ORTH,ENSEMBL:ENSMMUG00000058013,NA,NA,ENSEMBL:ENSMMUG00000058013
ENSEMBL:ENSMMUG00000015529,ORTH,ENSEMBL:ENSMMUG00000015529,NA,NA,ENSEMBL:ENSMMUG00000015529
ENSEMBL:ENSECAG00000006980,ORTH,ENSEMBL:ENSECAG00000006980,NA,NA,ENSEMBL:ENSECAG00000006980
HGNC:3659,GENE,FEZ1,F37|FEZ1,"This gene encodes a tumor suppressor protein that is ubiquitously expressed in normal tissues. In uveal melanomas, expression of this protein is silenced in rapidly metastasizing and metastatic tumor cells but has normal expression in slowly metastasizing or nonmetastasizing tumor cells. This protein may have a role in cell-cycle control by interacting with the Cdk1/cyclinB1 complex. This gene is located on chromosomal region 8p22. Loss of heterozygosity (LOH) in the 8p arm is a common characteristic of many types of cancer. [provided by RefSeq, Nov 2009].",leucine zipper tumor suppressor 1
ENSEMBL:ENSCAFG00000004954,ORTH,ENSEMBL:ENSCAFG00000004954,NA,NA,ENSEMBL:ENSCAFG00000004954
ENSEMBL:ENSSSCG00000022454,ORTH,NRBP1,BCON3|MADM|MUDPNP|NRBP,"Predicted to enable protein homodimerization activity. Involved in endoplasmic reticulum to Golgi vesicle-mediated transport. Located in endomembrane system. [provided by Alliance of Genome Resources, Apr 2022]",nuclear receptor binding protein 1
ENSEMBL:ENSMMUG00000052202,ORTH,ENSEMBL:ENSMMUG00000052202,NA,NA,ENSEMBL:ENSMMUG00000052202
ENSEMBL:ENSOANG00000000423,ORTH,ENSEMBL:ENSOANG00000000423,NA,NA,ENSEMBL:ENSOANG00000000423
NCBIGene:100334818,GENE,LOC100334818,NA,NA,"solute carrier family 2, facilitated glucose transporter member 1-like"
RGD:2840,ORTH,Hspa1b,NA,NA,Hspa1b
